week_id,pipeline,gen_model,day_evaluated,fact_id,fact_day,fact_type,fact_text,verdict_strict,evidence_strict,verdict_lenient,evidence_lenient
1,neutral,openai-4.1-mini,2,f07,2,quantitative,"cited approximately 45,000 as Greenland's population",NO,,NO,
1,neutral,openai-4.1-mini,2,f08,2,relational,threatened to tariff Denmark if Greenland voted to join the US,YES,threatening high tariffs on Denmark if Greenland were transferred,YES,threatening high tariffs on Denmark if Greenland were transferred
1,neutral,openai-4.1-mini,3,f01,1,quantitative,Trump stated the US subsidizes Canada by 200 billion dollars a year.,YES,Trump criticized U.S. subsidies to Canada,YES,Trump criticized U.S. subsidies to Canada
1,neutral,openai-4.1-mini,3,f02,1,relational,Trump expressed willingness to work with Pierre Poilievre if he becomes Canadian leader.,NO,,NO,
1,neutral,openai-4.1-mini,3,f03,1,named_entity,"Trump referenced Canada, Greenland, Panama Canal, and China in strategic context.",YES,"particularly targeting Greenland, the Panama Canal, and Canada ... countering China’s assertiveness",YES,"particularly targeting Greenland, the Panama Canal, and Canada... countering China’s assertiveness"
1,neutral,openai-4.1-mini,3,f04,1,quantitative,Trump claimed China rips off the US for a trillion dollars a year.,NO,,NO,
1,neutral,openai-4.1-mini,3,f05,2,relational,rejected assurance against military or economic coercion for Panama and Greenland,YES,Trump’s refusal to rule out military or economic coercion in acquiring Greenland and the Panama Canal,YES,Trump’s refusal to rule out military or economic coercion in acquiring Greenland and the Panama Canal
1,neutral,openai-4.1-mini,3,f06,2,named_entity,named China as operator abusing the Panama Canal,NO,,NO,
1,neutral,openai-4.1-mini,3,f07,2,quantitative,"cited approximately 45,000 as Greenland's population",NO,,NO,
1,neutral,openai-4.1-mini,3,f08,2,relational,threatened to tariff Denmark if Greenland voted to join the US,YES,threatened tariffs on Denmark if Greenland was transferred,YES,threatened tariffs on Denmark if Greenland was transferred
1,neutral,openai-4.1-mini,3,f09,3,named_entity,named Mike Waltz as part of the US delegation to Greenland,YES,including National Security Adviser Mike Waltz,YES,including National Security Adviser Mike Waltz
1,neutral,openai-4.1-mini,3,f10,3,relational,rejected US acquisition pressure as a demonstration of power over Greenland,YES,describing it as an unprecedented and aggressive show of power aimed at pressuring Greenland,YES,describing it as an unprecedented and aggressive show of power aimed at pressuring Greenland
1,neutral,openai-4.1-mini,3,f11,3,emotional,expressed that US pressure violates Greenlandic sovereignty and identity,YES,warned that Greenland’s sovereignty is being violated by the continuous U.S. pressure,YES,Egede lamented the failure of diplomatic efforts and warned that Greenland’s sovereignty is being violated
1,neutral,openai-4.1-mini,3,f12,3,relational,called for international community and allies to intervene beyond hesitant support,YES,Egede called on the international community to intervene decisively rather than offer symbolic support,YES,Egede called on the international community to intervene decisively rather than offer symbolic support
1,neutral,openai-4.1-mini,4,f01,1,quantitative,Trump stated the US subsidizes Canada by 200 billion dollars a year.,YES,Trump criticized U.S. subsidies to Canada,YES,Trump criticized U.S. subsidies to Canada
1,neutral,openai-4.1-mini,4,f02,1,relational,Trump expressed willingness to work with Pierre Poilievre if he becomes Canadian leader.,NO,,NO,
1,neutral,openai-4.1-mini,4,f03,1,named_entity,"Trump referenced Canada, Greenland, Panama Canal, and China in strategic context.",YES,"focusing on Greenland, the Panama Canal, and Canada ... to restore U.S. global respect and counter China’s assertiveness",YES,"focusing on Greenland, the Panama Canal, and Canada ... to restore U.S. global respect and counter China’s assertiveness"
1,neutral,openai-4.1-mini,4,f04,1,quantitative,Trump claimed China rips off the US for a trillion dollars a year.,NO,,NO,
1,neutral,openai-4.1-mini,4,f05,2,relational,rejected assurance against military or economic coercion for Panama and Greenland,YES,Trump’s refusal to rule out military or economic coercion in acquiring Greenland and the Panama Canal,YES,Trump’s refusal to rule out military or economic coercion in acquiring Greenland and the Panama Canal
1,neutral,openai-4.1-mini,4,f06,2,named_entity,named China as operator abusing the Panama Canal,NO,,NO,
1,neutral,openai-4.1-mini,4,f07,2,quantitative,"cited approximately 45,000 as Greenland's population",NO,,NO,
1,neutral,openai-4.1-mini,4,f08,2,relational,threatened to tariff Denmark if Greenland voted to join the US,YES,threatened tariffs on Denmark if Greenland was transferred,YES,threatened tariffs on Denmark if Greenland was transferred
1,neutral,openai-4.1-mini,4,f09,3,named_entity,named Mike Waltz as part of the US delegation to Greenland,NO,,NO,
1,neutral,openai-4.1-mini,4,f10,3,relational,rejected US acquisition pressure as a demonstration of power over Greenland,YES,describing it as an unprecedented and aggressive show of power pressuring Greenland toward U.S. control,YES,describing it as an unprecedented and aggressive show of power pressuring Greenland toward U.S. control
1,neutral,openai-4.1-mini,4,f11,3,emotional,expressed that US pressure violates Greenlandic sovereignty and identity,YES,accusing the Trump administration of disregarding past alliances and violating Greenland’s sovereignty,YES,accusing the Trump administration of disregarding past alliances and violating Greenland’s sovereignty
1,neutral,openai-4.1-mini,4,f12,3,relational,called for international community and allies to intervene beyond hesitant support,YES,Egede called on the international community to intervene decisively,YES,Egede called on the international community to intervene decisively
1,neutral,openai-4.1-mini,4,f13,4,relational,Acknowledged a conflict over Greenland involving Denmark and the United States.,YES,declared there is a “conflict over Greenland”,YES,declared there is a “conflict over Greenland”
1,neutral,openai-4.1-mini,4,f14,4,emotional,Described the current situation as a decisive moment with high stakes.,YES,framed the situation as a “decisive moment”,YES,framed the situation as a “decisive moment”
1,neutral,openai-4.1-mini,4,f15,4,named_entity,Referenced Denmark's commitment to international law and peoples' right to self-determination.,YES,emphasized Denmark’s readiness to defend its values—including international law and peoples’ right to self-determination,YES,declared ... there is a “conflict over Greenland.” She emphasized Denmark’s readiness to defend its values—including international law and peoples’ right to self-determination
1,neutral,openai-4.1-mini,4,f16,4,relational,"Noted Denmark's readiness to defend its values, including in the Arctic region.",YES,emphasized Denmark’s readiness to defend its values ... particularly in the Arctic,YES,emphasized Denmark’s readiness to defend its values
1,neutral,openai-4.1-mini,5,f01,1,quantitative,Trump stated the US subsidizes Canada by 200 billion dollars a year.,YES,Trump criticized U.S. subsidies to Canada,YES,Trump criticized U.S. subsidies to Canada
1,neutral,openai-4.1-mini,5,f02,1,relational,Trump expressed willingness to work with Pierre Poilievre if he becomes Canadian leader.,NO,,NO,
1,neutral,openai-4.1-mini,5,f03,1,named_entity,"Trump referenced Canada, Greenland, Panama Canal, and China in strategic context.",YES,"focusing on Greenland, the Panama Canal, and Canada ... to restore U.S. global stature and counter China’s assertiveness",YES,"focusing on Greenland, the Panama Canal, and Canada ... to restore U.S. global stature and counter China’s assertiveness"
1,neutral,openai-4.1-mini,5,f04,1,quantitative,Trump claimed China rips off the US for a trillion dollars a year.,NO,,NO,
1,neutral,openai-4.1-mini,5,f05,2,relational,rejected assurance against military or economic coercion for Panama and Greenland,YES,Trump’s refusal to rule out military or economic coercion in acquiring Greenland and the Panama Canal,YES,Trump’s refusal to rule out military or economic coercion in acquiring Greenland and the Panama Canal
1,neutral,openai-4.1-mini,5,f06,2,named_entity,named China as operator abusing the Panama Canal,NO,,NO,
1,neutral,openai-4.1-mini,5,f07,2,quantitative,"cited approximately 45,000 as Greenland's population",NO,,NO,
1,neutral,openai-4.1-mini,5,f08,2,relational,threatened to tariff Denmark if Greenland voted to join the US,YES,threatened tariffs on Denmark over Greenland,YES,threatened tariffs on Denmark over Greenland
1,neutral,openai-4.1-mini,5,f09,3,named_entity,named Mike Waltz as part of the US delegation to Greenland,NO,,NO,
1,neutral,openai-4.1-mini,5,f10,3,relational,rejected US acquisition pressure as a demonstration of power over Greenland,YES,"Greenlandic Prime Minister Múte Bourup Egede condemned the U.S. delegation’s visit as an unprecedented, aggressive pressure campaign violating Greenland’s sovereignty",YES,"Greenlandic Prime Minister Múte Bourup Egede condemned the U.S. delegation’s visit as an unprecedented, aggressive pressure campaign violating Greenland’s sovereignty"
1,neutral,openai-4.1-mini,5,f11,3,emotional,expressed that US pressure violates Greenlandic sovereignty and identity,YES,violating Greenland’s sovereignty,YES,violating Greenland’s sovereignty
1,neutral,openai-4.1-mini,5,f12,3,relational,called for international community and allies to intervene beyond hesitant support,YES,called for international intervention against what he termed an American annexation mission,YES,called for international intervention against what he termed an American annexation mission
1,neutral,openai-4.1-mini,5,f13,4,relational,Acknowledged a conflict over Greenland involving Denmark and the United States.,YES,Danish Prime Minister Mette Frederiksen declare a “conflict over Greenland”,YES,Danish Prime Minister Mette Frederiksen declare a “conflict over Greenland”
1,neutral,openai-4.1-mini,5,f14,4,emotional,Described the current situation as a decisive moment with high stakes.,NO,,NO,
1,neutral,openai-4.1-mini,5,f15,4,named_entity,Referenced Denmark's commitment to international law and peoples' right to self-determination.,YES,affirming Denmark’s readiness to defend international law and self-determination,YES,affirming Denmark’s readiness to defend international law and self-determination
1,neutral,openai-4.1-mini,5,f16,4,relational,"Noted Denmark's readiness to defend its values, including in the Arctic region.",YES,affirming Denmark’s readiness to defend international law and self-determination,YES,affirming Denmark’s readiness to defend international law and self-determination
1,neutral,openai-4.1-mini,5,f17,5,relational,urged the United States to stop threats against a historically close ally and Greenland.,YES,Frederiksen reiterated her strong urging for the U.S. to cease threats against Denmark and Greenland,YES,Frederiksen reiterated her strong urging for the U.S. to cease threats against Denmark and Greenland
1,neutral,openai-4.1-mini,5,f18,5,named_entity,stated the Kingdom of Denmark and Greenland are part of NATO with security guarantees.,YES,"emphasizing that Greenland is part of the Kingdom of Denmark and NATO, thus covered by alliance security guarantees",YES,"emphasizing that Greenland is part of the Kingdom of Denmark and NATO, thus covered by alliance security guarantees"
1,neutral,openai-4.1-mini,5,f19,5,named_entity,confirmed a defense agreement grants the United States wide access to Greenland.,YES,an existing defense agreement grants the U.S. wide access to Greenland,YES,reminded that an existing defense agreement grants the U.S. wide access to Greenland
1,neutral,openai-4.1-mini,6,f01,1,quantitative,Trump stated the US subsidizes Canada by 200 billion dollars a year.,NO,,NO,
1,neutral,openai-4.1-mini,6,f02,1,relational,Trump expressed willingness to work with Pierre Poilievre if he becomes Canadian leader.,NO,,NO,
1,neutral,openai-4.1-mini,6,f03,1,named_entity,"Trump referenced Canada, Greenland, Panama Canal, and China in strategic context.",NO,,YES,Trump proposed making Canada the 51st state and reclaiming Greenland and the Panama Canal to counter China’s global assertiveness
1,neutral,openai-4.1-mini,6,f04,1,quantitative,Trump claimed China rips off the US for a trillion dollars a year.,NO,,NO,
1,neutral,openai-4.1-mini,6,f05,2,relational,rejected assurance against military or economic coercion for Panama and Greenland,YES,He refused to rule out military or economic coercion,YES,He refused to rule out military or economic coercion
1,neutral,openai-4.1-mini,6,f06,2,named_entity,named China as operator abusing the Panama Canal,NO,,NO,
1,neutral,openai-4.1-mini,6,f07,2,quantitative,"cited approximately 45,000 as Greenland's population",NO,,NO,
1,neutral,openai-4.1-mini,6,f08,2,relational,threatened to tariff Denmark if Greenland voted to join the US,YES,threatened Danish tariffs over Greenland,YES,threatened Danish tariffs over Greenland
1,neutral,openai-4.1-mini,6,f09,3,named_entity,named Mike Waltz as part of the US delegation to Greenland,NO,,NO,
1,neutral,openai-4.1-mini,6,f10,3,relational,rejected US acquisition pressure as a demonstration of power over Greenland,NO,,YES,Greenlandic Prime Minister Múte Bourup Egede condemned the U.S. delegation’s visit as an aggressive annexation campaign violating sovereignty
1,neutral,openai-4.1-mini,6,f11,3,emotional,expressed that US pressure violates Greenlandic sovereignty and identity,YES,Greenlandic Prime Minister Múte Bourup Egede condemned the U.S. delegation’s visit as an aggressive annexation campaign violating sovereignty,YES,violating sovereignty
1,neutral,openai-4.1-mini,6,f12,3,relational,called for international community and allies to intervene beyond hesitant support,YES,called for international intervention,YES,called for international intervention
1,neutral,openai-4.1-mini,6,f13,4,relational,Acknowledged a conflict over Greenland involving Denmark and the United States.,YES,declared a “conflict over Greenland”,YES,declared a “conflict over Greenland”
1,neutral,openai-4.1-mini,6,f14,4,emotional,Described the current situation as a decisive moment with high stakes.,YES,this is a “decisive moment” with stakes beyond Greenland’s future,YES,this is a “decisive moment” with stakes beyond Greenland’s future
1,neutral,openai-4.1-mini,6,f15,4,named_entity,Referenced Denmark's commitment to international law and peoples' right to self-determination.,YES,"affirming Denmark’s commitment to international law, self-determination",YES,"affirming Denmark’s commitment to international law, self-determination"
1,neutral,openai-4.1-mini,6,f16,4,relational,"Noted Denmark's readiness to defend its values, including in the Arctic region.",YES,Denmark’s readiness to defend Greenland as part of the Kingdom of Denmark and NATO,YES,Denmark’s legal and strategic position
1,neutral,openai-4.1-mini,6,f17,5,relational,urged the United States to stop threats against a historically close ally and Greenland.,YES,Frederiksen strongly urged the U.S. to cease threats,YES,Frederiksen strongly urged the U.S. to cease threats
1,neutral,openai-4.1-mini,6,f18,5,named_entity,stated the Kingdom of Denmark and Greenland are part of NATO with security guarantees.,YES,Greenland as part of the Kingdom of Denmark and NATO,YES,Greenland as part of the Kingdom of Denmark and NATO
1,neutral,openai-4.1-mini,6,f19,5,named_entity,confirmed a defense agreement grants the United States wide access to Greenland.,YES,existing defense agreement granting U.S. access to Greenland,YES,existing defense agreement granting U.S. access to Greenland
1,neutral,openai-4.1-mini,6,f20,6,relational,stated there is a conflict over Greenland between Denmark and the United States,YES,declared a “conflict over Greenland”,YES,declared a “conflict over Greenland”
1,neutral,openai-4.1-mini,6,f21,6,emotional,"expressed firm resolve that Denmark is ready to defend its values wherever necessary, including the Arctic",YES,"Denmark’s readiness to defend its values, especially in the Arctic",YES,"Denmark’s readiness to defend its values, especially in the Arctic"
1,neutral,openai-4.1-mini,6,f22,6,relational,affirmed belief in international law and peoples' right to self-determination,YES,"affirming Denmark’s commitment to international law, self-determination",YES,"affirming Denmark’s commitment to international law, self-determination"
1,neutral,openai-4.1-mini,6,f23,6,emotional,described the current situation as a decisive moment with stakes beyond Greenland's immediate future,YES,this is a “decisive moment” with stakes beyond Greenland’s future,YES,this is a “decisive moment” with stakes beyond Greenland’s future
1,neutral,openai-4.1-mini,7,f01,1,quantitative,Trump stated the US subsidizes Canada by 200 billion dollars a year.,NO,,NO,
1,neutral,openai-4.1-mini,7,f02,1,relational,Trump expressed willingness to work with Pierre Poilievre if he becomes Canadian leader.,NO,,NO,
1,neutral,openai-4.1-mini,7,f03,1,named_entity,"Trump referenced Canada, Greenland, Panama Canal, and China in strategic context.",NO,,NO,
1,neutral,openai-4.1-mini,7,f04,1,quantitative,Trump claimed China rips off the US for a trillion dollars a year.,NO,,NO,
1,neutral,openai-4.1-mini,7,f05,2,relational,rejected assurance against military or economic coercion for Panama and Greenland,NO,,NO,
1,neutral,openai-4.1-mini,7,f06,2,named_entity,named China as operator abusing the Panama Canal,NO,,NO,
1,neutral,openai-4.1-mini,7,f07,2,quantitative,"cited approximately 45,000 as Greenland's population",NO,,NO,
1,neutral,openai-4.1-mini,7,f08,2,relational,threatened to tariff Denmark if Greenland voted to join the US,YES,threatening Danish tariffs,YES,threatening Danish tariffs
1,neutral,openai-4.1-mini,7,f09,3,named_entity,named Mike Waltz as part of the US delegation to Greenland,NO,,NO,
1,neutral,openai-4.1-mini,7,f10,3,relational,rejected US acquisition pressure as a demonstration of power over Greenland,NO,,NO,
1,neutral,openai-4.1-mini,7,f11,3,emotional,expressed that US pressure violates Greenlandic sovereignty and identity,NO,,NO,
1,neutral,openai-4.1-mini,7,f12,3,relational,called for international community and allies to intervene beyond hesitant support,NO,,NO,
1,neutral,openai-4.1-mini,7,f13,4,relational,Acknowledged a conflict over Greenland involving Denmark and the United States.,YES,tensions between the United States and Denmark regarding Greenland,YES,tensions between the United States and Denmark regarding Greenland
1,neutral,openai-4.1-mini,7,f14,4,emotional,Described the current situation as a decisive moment with high stakes.,YES,a decisive moment with high stakes,YES,high-level talks... underscored the geopolitical crisis
1,neutral,openai-4.1-mini,7,f15,4,named_entity,Referenced Denmark's commitment to international law and peoples' right to self-determination.,YES,"adherence to international law, self-determination, and the defense of Greenland as part of the Kingdom of Denmark and NATO",YES,"emphasizing NATO and EU ties... adherence to international law, self-determination"
1,neutral,openai-4.1-mini,7,f16,4,relational,"Noted Denmark's readiness to defend its values, including in the Arctic region.",YES,Denmark’s readiness to defend its values and sovereignty,YES,Denmark’s readiness to defend its values and sovereignty
1,neutral,openai-4.1-mini,7,f17,5,relational,urged the United States to stop threats against a historically close ally and Greenland.,YES,rejected any U.S. ownership or governance,YES,rejecting any U.S. ownership or governance
1,neutral,openai-4.1-mini,7,f18,5,named_entity,stated the Kingdom of Denmark and Greenland are part of NATO with security guarantees.,YES,Greenland as part of the Kingdom of Denmark and NATO,YES,Greenland as part of the Kingdom of Denmark and NATO
1,neutral,openai-4.1-mini,7,f19,5,named_entity,confirmed a defense agreement grants the United States wide access to Greenland.,NO,,NO,
1,neutral,openai-4.1-mini,7,f20,6,relational,stated there is a conflict over Greenland between Denmark and the United States,YES,tensions between the United States and Denmark regarding Greenland,YES,tensions between the United States and Denmark regarding Greenland
1,neutral,openai-4.1-mini,7,f21,6,emotional,"expressed firm resolve that Denmark is ready to defend its values wherever necessary, including the Arctic",YES,Denmark’s readiness to defend its values and sovereignty,YES,Denmark’s readiness to defend its values and sovereignty
1,neutral,openai-4.1-mini,7,f22,6,relational,affirmed belief in international law and peoples' right to self-determination,YES,"adherence to international law, self-determination",YES,"emphasizing... adherence to international law, self-determination"
1,neutral,openai-4.1-mini,7,f23,6,emotional,described the current situation as a decisive moment with stakes beyond Greenland's immediate future,YES,a decisive moment with high stakes,YES,underscored the geopolitical crisis
1,neutral,openai-4.1-mini,7,f24,7,relational,"Nielsen stated Greenland chooses Denmark, NATO, and the EU over the United States.",YES,"Greenland’s allegiance to Denmark, NATO, and the EU",YES,"Greenland’s allegiance to Denmark, NATO, and the EU"
1,neutral,openai-4.1-mini,7,f25,7,emotional,Nielsen expressed Greenland's firm rejection of US ownership or governance.,YES,rejecting any U.S. ownership or governance,YES,rejecting any U.S. ownership or governance
1,neutral,openai-4.1-mini,7,f26,7,named_entity,Nielsen referenced NATO as a source of support for Greenland.,YES,expressed faith in NATO’s support,YES,expressed faith in NATO’s support
1,neutral,openai-4.1-mini,7,f27,7,relational,Frederiksen described US pressure on Denmark as completely unacceptable.,YES,calling U.S. pressure “completely unacceptable”,YES,calling U.S. pressure “completely unacceptable”
1,stylized,openai-4.1-mini,1,f01,1,quantitative,Trump stated the US subsidizes Canada by 200 billion dollars a year.,YES,"The U.S., he claims, is hemorrhaging a staggering $200 billion annually subsidizing its northern neighbor",YES,"The U.S., he claims, is hemorrhaging a staggering $200 billion annually subsidizing its northern neighbor"
1,stylized,openai-4.1-mini,1,f02,1,relational,Trump expressed willingness to work with Pierre Poilievre if he becomes Canadian leader.,YES,"he confidently predicts a realignment under a potential new Canadian leader, Pierre Poilievre, whose views he believes will better sync with his own",YES,"he confidently predicts a realignment under a potential new Canadian leader, Pierre Poilievre, whose views he believes will better sync with his own"
1,stylized,openai-4.1-mini,1,f03,1,named_entity,"Trump referenced Canada, Greenland, Panama Canal, and China in strategic context.",YES,Canada is just the opening act in Trump’s grand strategy. Greenland and the Panama Canal also figure in a sweeping blueprint,YES,Canada is just the opening act in Trump’s grand strategy. Greenland and the Panama Canal also figure in a sweeping blueprint
1,stylized,openai-4.1-mini,1,f04,1,quantitative,Trump claimed China rips off the US for a trillion dollars a year.,YES,Trump accusing Beijing of “ripping off” America to the tune of trillions,YES,Trump accusing Beijing of “ripping off” America to the tune of trillions
1,stylized,openai-4.1-mini,2,f01,1,quantitative,Trump stated the US subsidizes Canada by 200 billion dollars a year.,YES,U.S. “basically protects Canada” while pouring “hundreds of billions a year” into their defense,YES,U.S. “basically protects Canada” while pouring “hundreds of billions a year” into their defense
1,stylized,openai-4.1-mini,2,f02,1,relational,Trump expressed willingness to work with Pierre Poilievre if he becomes Canadian leader.,YES,"Trump remains undeterred despite Conservative leader Pierre Poilievre’s categorical refusal... “Maybe he won’t win,” Trump shrugs",YES,"Trump remains undeterred despite Conservative leader Pierre Poilievre’s categorical refusal... “Maybe he won’t win,” Trump shrugs"
1,stylized,openai-4.1-mini,2,f03,1,named_entity,"Trump referenced Canada, Greenland, Panama Canal, and China in strategic context.",NO,,YES,"China “abusing” the Panama Canal, Denmark’s shaky legal claim on Greenland... Canada’s fate remains a contentious subplot"
1,stylized,openai-4.1-mini,2,f04,1,quantitative,Trump claimed China rips off the US for a trillion dollars a year.,NO,,NO,
1,stylized,openai-4.1-mini,2,f05,2,relational,rejected assurance against military or economic coercion for Panama and Greenland,YES,Trump flatly refuses to rule out military or economic coercion in seizing Greenland and the Panama Canal,YES,Trump flatly refuses to rule out military or economic coercion in seizing Greenland and the Panama Canal
1,stylized,openai-4.1-mini,2,f06,2,named_entity,named China as operator abusing the Panama Canal,YES,China “abusing” the Panama Canal,YES,China “abusing” the Panama Canal
1,stylized,openai-4.1-mini,2,f07,2,quantitative,"cited approximately 45,000 as Greenland's population",NO,,NO,
1,stylized,openai-4.1-mini,2,f08,2,relational,threatened to tariff Denmark if Greenland voted to join the US,YES,"if Greenlanders don’t opt for independence or U.S. annexation, Denmark could face punishing tariffs",YES,"if Greenlanders don’t opt for independence or U.S. annexation, Denmark could face punishing tariffs"
1,stylized,openai-4.1-mini,3,f01,1,quantitative,Trump stated the US subsidizes Canada by 200 billion dollars a year.,NO,,NO,
1,stylized,openai-4.1-mini,3,f02,1,relational,Trump expressed willingness to work with Pierre Poilievre if he becomes Canadian leader.,NO,,NO,
1,stylized,openai-4.1-mini,3,f03,1,named_entity,"Trump referenced Canada, Greenland, Panama Canal, and China in strategic context.",NO,,NO,
1,stylized,openai-4.1-mini,3,f04,1,quantitative,Trump claimed China rips off the US for a trillion dollars a year.,NO,,NO,
1,stylized,openai-4.1-mini,3,f05,2,relational,rejected assurance against military or economic coercion for Panama and Greenland,NO,,YES,"“The only purpose is to show a show of power to us,” signaling a blatant intimidation campaign"
1,stylized,openai-4.1-mini,3,f06,2,named_entity,named China as operator abusing the Panama Canal,NO,,NO,
1,stylized,openai-4.1-mini,3,f07,2,quantitative,"cited approximately 45,000 as Greenland's population",NO,,NO,
1,stylized,openai-4.1-mini,3,f08,2,relational,threatened to tariff Denmark if Greenland voted to join the US,NO,,NO,
1,stylized,openai-4.1-mini,3,f09,3,named_entity,named Mike Waltz as part of the US delegation to Greenland,YES,"featuring Energy Secretary Chris Wright, National Security Adviser Mike Waltz, and Usha Vance",YES,"featuring Energy Secretary Chris Wright, National Security Adviser Mike Waltz, and Usha Vance"
1,stylized,openai-4.1-mini,3,f10,3,relational,rejected US acquisition pressure as a demonstration of power over Greenland,YES,"The only purpose is to show a show of power to us,” signaling a blatant intimidation campaign",YES,"Egede’s words are chillingly explicit: “The only purpose is to show a show of power to us,” signaling a blatant intimidation campaign"
1,stylized,openai-4.1-mini,3,f11,3,emotional,expressed that US pressure violates Greenlandic sovereignty and identity,YES,"The impact on Greenland is profound—its people feel violated, their sovereignty trampled",YES,"The impact on Greenland is profound—its people feel violated, their sovereignty trampled"
1,stylized,openai-4.1-mini,3,f12,3,relational,called for international community and allies to intervene beyond hesitant support,YES,the international community must move beyond “small hesitant declarations” and intervene decisively,YES,Egede’s clarion call is urgent: the international community must move beyond “small hesitant declarations” and intervene decisively
1,stylized,openai-4.1-mini,4,f01,1,quantitative,Trump stated the US subsidizes Canada by 200 billion dollars a year.,NO,,NO,
1,stylized,openai-4.1-mini,4,f02,1,relational,Trump expressed willingness to work with Pierre Poilievre if he becomes Canadian leader.,NO,,NO,
1,stylized,openai-4.1-mini,4,f03,1,named_entity,"Trump referenced Canada, Greenland, Panama Canal, and China in strategic context.",NO,,NO,
1,stylized,openai-4.1-mini,4,f04,1,quantitative,Trump claimed China rips off the US for a trillion dollars a year.,NO,,NO,
1,stylized,openai-4.1-mini,4,f05,2,relational,rejected assurance against military or economic coercion for Panama and Greenland,NO,,NO,
1,stylized,openai-4.1-mini,4,f06,2,named_entity,named China as operator abusing the Panama Canal,NO,,NO,
1,stylized,openai-4.1-mini,4,f07,2,quantitative,"cited approximately 45,000 as Greenland's population",NO,,NO,
1,stylized,openai-4.1-mini,4,f08,2,relational,threatened to tariff Denmark if Greenland voted to join the US,NO,,NO,
1,stylized,openai-4.1-mini,4,f09,3,named_entity,named Mike Waltz as part of the US delegation to Greenland,NO,,NO,
1,stylized,openai-4.1-mini,4,f10,3,relational,rejected US acquisition pressure as a demonstration of power over Greenland,NO,,NO,
1,stylized,openai-4.1-mini,4,f11,3,emotional,expressed that US pressure violates Greenlandic sovereignty and identity,NO,,NO,
1,stylized,openai-4.1-mini,4,f12,3,relational,called for international community and allies to intervene beyond hesitant support,NO,,NO,
1,stylized,openai-4.1-mini,4,f13,4,relational,Acknowledged a conflict over Greenland involving Denmark and the United States.,YES,underscoring a conflict not just over land,YES,underscoring a conflict not just over land
1,stylized,openai-4.1-mini,4,f14,4,emotional,Described the current situation as a decisive moment with high stakes.,YES,Frederiksen brands the moment “decisive”,YES,Frederiksen brands the moment “decisive”
1,stylized,openai-4.1-mini,4,f15,4,named_entity,Referenced Denmark's commitment to international law and peoples' right to self-determination.,YES,principles of international law and self-determination,YES,principles of international law and self-determination
1,stylized,openai-4.1-mini,4,f16,4,relational,"Noted Denmark's readiness to defend its values, including in the Arctic region.",YES,Denmark will defend its core values “wherever it is necessary—also in the Arctic”,YES,Denmark will defend its core values “wherever it is necessary—also in the Arctic”
